date,diff
32:58.4,153
32:58.5,45
32:58.5,54
32:58.5,48
32:58.5,33
32:58.5,29
32:58.6,157
32:58.6,125.333336
32:58.6,153
32:58.6,116
32:58.6,126
32:58.6,147
32:58.6,132
32:58.6,135.5
32:58.6,117
32:58.6,126
32:58.6,121
32:58.7,78
32:58.7,88
32:58.7,50.5
32:58.7,19
32:58.7,24
32:58.7,36
32:58.7,15.666667
32:58.7,15.333333
32:58.8,214
32:58.8,246.66667
32:58.8,248.33333
32:58.8,251
32:58.8,224.66667
32:58.8,227.33333
32:58.8,219.66667
32:58.8,220.66667
32:58.8,226
32:58.8,235
32:58.8,218
32:58.8,251.66667
32:58.8,238
32:58.8,255.5
32:58.8,224
32:58.8,236.66667
32:58.8,224
32:58.8,204
32:58.8,225.5
32:58.8,210.5
32:58.8,240
32:58.8,206
32:58.8,197
32:58.8,207
32:58.8,231
32:58.8,193
32:58.8,170
32:58.9,123
32:58.9,88
32:59.0,202
32:59.0,206.66667
32:59.0,196
32:59.1,34
32:59.1,46
32:59.2,15
32:59.2,250
32:59.2,199
32:59.2,235
32:59.3,171.5
32:59.3,186.5
32:59.3,123
32:59.3,167
32:59.3,166.5
32:59.3,169
32:59.3,158
32:59.3,157.25
32:59.3,131
32:59.3,132.66667
32:59.3,135
32:59.3,133
32:59.3,152.5
32:59.3,165.66667
32:59.3,165
32:59.3,145.66667
32:59.3,115.75
32:59.3,98
32:59.3,125.5
32:59.3,139
32:59.3,104.5
32:59.3,146.33333
32:59.3,109
32:59.3,134
32:59.4,205
32:59.4,210.33333
32:59.4,202
32:59.5,121
32:59.5,119.5
32:59.5,126
32:59.5,108
32:59.5,109
32:59.5,101
32:59.6,84
32:59.7,211.66667
32:59.7,230.5
32:59.7,228.66667
32:59.7,227.33333
32:59.7,157
32:59.8,119
32:59.8,34
32:59.8,40
32:59.8,45
32:59.8,34
32:59.8,30
32:59.8,81
32:59.9,11
32:59.9,21
32:59.9,225
32:59.9,214.5
33:00.0,186
33:00.0,222
33:00.0,193.5
33:00.0,197
33:00.0,167.5
33:00.0,181
33:00.0,166
33:00.0,198.5
33:00.0,203
33:00.0,147
33:00.0,192
33:00.0,150
33:00.0,174.5
33:00.0,185.5
33:00.0,193
33:00.1,73.8
33:00.1,88.25
33:00.1,75
33:00.1,38.5
33:00.2,226
33:00.2,233.33333
33:00.2,224.75
33:00.2,214.5
33:00.2,243
33:00.2,221.66667
33:00.2,200
33:00.2,237
33:00.2,186.5
33:00.2,222.5
33:00.2,228
33:00.2,162
33:00.2,141
33:00.2,154
33:00.2,180
33:00.2,160
33:00.2,142.33333
33:00.2,148.75
33:00.2,148.5
33:00.2,148
33:00.2,178
33:00.3,112
33:00.3,99
33:00.3,140.33333
33:00.3,117
33:00.3,11
33:00.4,211
33:00.4,207.5
33:00.4,212
33:00.5,124
33:00.5,134
33:00.5,126
33:00.5,127
33:00.5,111
33:00.5,72
33:00.6,215.5
33:00.6,201
33:00.6,201
33:00.7,157
33:00.7,168
33:00.7,136
33:00.7,117
33:00.7,90
33:00.8,50
33:00.8,102.5
33:00.8,56
33:00.8,73.333336
33:00.8,58.5
33:00.8,53.75
33:00.8,37.5
33:00.8,59
33:00.9,197
33:01.0,99
33:01.1,158
33:01.2,125.333336
33:01.2,86
33:01.2,121
33:01.3,56.5
33:01.3,74
33:01.3,43.5
33:01.3,37.5
33:01.3,42
33:01.3,63
33:01.3,41.5
33:01.3,37.166668
33:01.3,35
33:01.3,16.2
33:01.3,16
33:01.3,33.6
33:01.3,39.8
33:01.3,58
33:01.3,236.5
33:01.3,212
33:01.3,210.5
33:01.3,218.66667
33:01.3,208
33:01.3,217.25
33:01.3,220.66667
33:01.3,216
33:01.4,110.666664
33:01.4,110
33:01.5,13
33:01.5,21
33:01.5,34
33:01.6,231
33:01.6,207.66667
33:01.6,202.5
33:01.6,199
33:01.6,164
33:01.6,139
33:01.7,104.5
33:01.7,102.333336
33:01.7,113
33:01.7,106
33:01.7,100.333336
33:01.7,122
33:01.7,80
33:01.7,45
33:01.7,53
33:01.7,30
33:01.8,243
33:01.8,240
33:01.8,150
33:01.8,203
33:01.8,196
33:01.8,202
33:01.9,150.5
33:01.9,183
33:01.9,138
33:01.9,109
33:01.9,102
33:02.0,65.5
33:02.0,91.666664
33:02.0,79
33:02.0,81
33:02.1,199
33:02.1,240
33:02.1,261
33:02.1,217.25
33:02.1,247.66667
33:02.1,250.25
33:02.1,185
33:02.1,194
33:02.1,208.66667
33:02.1,162
33:02.1,175
33:02.1,141
33:02.2,137.2
33:02.2,135
33:02.2,105.666664
33:02.2,155
33:02.2,129
33:02.2,73
33:02.2,63
33:02.2,40
33:02.2,83.5
33:02.2,94
33:02.2,48.5
33:02.2,36
33:02.2,52
33:02.2,47.666668
33:02.2,63
33:02.2,53
33:02.2,89
33:02.3,208.66667
33:02.3,214.33333
33:02.4,132
33:02.4,105
33:02.4,104
33:02.4,108.5
33:02.5,27.5
33:02.5,23
33:02.5,8
33:02.5,202
33:02.5,190
33:02.6,104
33:02.6,94
33:02.7,53
33:02.7,53
33:02.7,24
33:02.7,226
33:02.7,207
33:02.8,166
33:02.8,228.25
33:02.8,169
33:02.8,189.33333
33:02.8,165.66667
33:02.8,218
33:02.8,159
33:02.8,167.5
33:02.8,168
33:02.8,152
33:02.8,169
33:02.8,162
33:02.9,93
33:02.9,42
33:03.0,203
33:03.1,128
33:03.1,52
33:03.2,266
33:03.2,248
33:03.3,185.5
33:03.3,202.5
33:03.3,135.5
33:03.3,185
33:03.3,172
33:03.3,189
33:03.3,170
33:03.3,175
33:03.3,163.75
33:03.3,171
33:03.3,143
33:03.3,145.16667
33:03.3,180.5
33:03.3,170.2
33:03.3,192
33:03.3,121.333336
33:03.3,103.75
33:03.3,88
33:03.3,115.666664
33:03.3,100.6
33:03.3,136.33333
33:03.3,114.333336
33:03.4,118
33:03.5,209.66667
33:03.5,127
33:03.5,130
33:03.6,100
33:03.6,99
33:03.6,86
33:03.6,41.333332
33:03.6,60
33:03.6,58
33:03.6,32
33:03.6,42.333332
33:03.6,47.5
33:03.6,45
33:03.6,33
33:03.7,277
33:03.7,231.33333
33:03.7,246
33:03.7,256.25
33:03.7,255.66667
33:03.7,217
33:03.7,223
33:03.7,234
33:03.7,223
33:03.7,190
33:03.7,176.5
33:03.7,205.33333
33:03.7,138
33:03.7,185
33:03.7,238
33:03.7,174
33:03.8,167
33:03.8,189.66667
33:03.8,203
33:03.8,162.33333
33:03.8,161.66667
33:03.8,160.33333
33:03.8,134.25
33:03.8,150
33:03.8,143.5
33:03.8,152.25
33:03.8,196.66667
33:03.8,198
33:03.8,125
33:03.8,110
33:03.8,123
33:03.8,141.66667
33:03.8,151
33:03.8,168
33:03.8,123
33:03.8,41
33:03.9,25
33:03.9,40
33:03.9,59.5
33:03.9,230
33:04.0,227
33:04.0,197
33:04.0,234
33:04.0,231.5
33:04.0,203
33:04.0,206
33:04.0,188
33:04.1,114.166664
33:04.1,146
33:04.1,109.8
33:04.1,116.25
33:04.1,130
33:04.1,136
33:04.1,80
33:04.1,79
33:04.1,78.333336
33:04.1,43
33:04.1,54
33:04.2,218
33:04.2,220.5
33:04.2,216.5
33:04.2,216
33:04.2,201.5
33:04.2,169
33:04.2,150.25
33:04.2,150
33:04.2,159
33:04.3,100.75
33:04.3,101
33:04.3,102
33:04.4,205
33:04.4,161
33:04.5,125
33:04.5,114
33:04.5,111
33:04.5,83
33:04.5,73
33:04.6,213
33:04.7,156
33:04.7,162
33:04.7,132
33:04.7,98.5
33:04.8,71.25
33:04.8,61.333332
33:04.8,75
33:04.8,47.25
33:04.8,69
33:04.8,48.333332
33:04.8,39.333332
33:04.8,54
33:04.8,35
33:04.8,35.5
33:04.8,197
33:04.9,237
33:04.9,206
33:05.0,142
33:05.0,90
33:05.1,232.66667
33:05.1,215
33:05.1,155
33:05.2,152.33333
33:05.2,154
33:05.2,133
33:05.2,162
33:05.2,159
33:05.2,114
33:05.2,94
33:05.3,41
33:05.3,37.333332
33:05.3,27
33:05.3,37
33:05.3,16
33:05.3,40
33:05.3,19
33:05.3,41
33:05.3,14.5
33:05.3,9.333333
33:05.3,223.33333
33:05.3,226.66667
33:05.3,239.25
33:05.3,253.5
33:05.3,221.5
33:05.3,199.75
33:05.3,210
33:05.3,226
33:05.3,200.5
33:05.3,211.75
33:05.3,219.75
33:05.4,213
33:05.4,181
33:05.5,109.5
33:05.5,73
33:05.6,216.66667
33:05.6,193
33:05.6,154.33333
33:05.6,167
33:05.6,194.5
33:05.6,140
33:05.6,184
33:05.6,125
33:05.6,176.25
33:05.6,163
33:05.6,144
33:05.7,132
33:05.7,110
33:05.7,104.5
33:05.7,112.25
33:05.7,144
33:05.7,79
33:05.7,88
33:05.7,88
33:05.7,52.666668
33:05.7,53.8
33:05.7,19
33:05.7,52
33:05.7,79
33:05.7,36.666668
33:05.8,251
33:05.8,278.25
33:05.8,278
33:05.8,256
33:05.8,233.25
33:05.8,222.5
33:05.8,246
33:05.8,255.33333
33:05.8,260
33:05.8,285
33:05.8,241.75
33:05.8,258.75
33:05.8,213
33:05.8,145
33:05.9,132
33:05.9,172
33:05.9,172
33:05.9,94.5
33:06.0,118.5
33:06.0,102
33:06.0,59.5
33:06.1,226
33:06.1,243.66667
33:06.1,222.33333
33:06.1,219.66667
33:06.1,257
33:06.1,251
33:06.1,193
33:06.1,226.66667
33:06.1,226
33:06.1,250
33:06.1,244
33:06.1,184
33:06.1,186.5
33:06.1,185.33333
33:06.2,106.666664
33:06.2,124.5
33:06.2,108.5
33:06.2,87.5
33:06.2,106.5
33:06.2,85.5
33:06.2,53
33:06.2,50.333332
33:06.3,187
33:06.4,82
33:06.4,40
33:06.5,30
33:06.5,208
33:06.5,180
33:06.5,170
33:06.6,132
33:06.6,84
33:06.7,29
33:06.7,221
33:06.7,199.5
33:06.8,175
33:06.8,207
33:06.8,167.66667
33:06.8,170
33:06.8,157.5
33:06.8,151
33:06.8,148.66667
33:06.8,137.33333
33:06.8,155
33:06.8,135
33:06.8,148.5
33:06.8,83
33:06.8,76
33:06.8,72
33:06.8,85
33:06.9,82
33:06.9,37
33:07.0,207
33:07.0,185
33:07.1,98
33:07.1,82.5
33:07.2,297.33334
33:07.2,303.33334
33:07.2,285.8
33:07.2,272
33:07.2,206
33:07.2,251.66667
33:07.2,245.5
33:07.2,257
33:07.2,203
33:07.3,144
33:07.3,245
33:07.3,177
33:07.3,136
33:07.3,180.5
33:07.3,197
33:07.3,165.33333
33:07.3,161
33:07.3,216
33:07.3,136
33:07.3,147.66667
33:07.3,144
33:07.3,114
33:07.3,119.333336
33:07.3,138.66667
33:07.3,137.5
33:07.3,159.5
33:07.3,181
33:07.3,131.66667
33:07.3,98
33:07.3,64
33:07.3,91.5
33:07.3,111.666664
33:07.3,106
33:07.3,63
33:07.3,112
33:07.4,110.333336
33:07.4,97.666664
33:07.4,117
33:07.4,88
33:07.4,81
33:07.4,59
33:07.4,95.5
33:07.5,184
33:07.5,169
33:07.6,73
33:07.6,74.5
33:07.6,24
33:07.6,33
33:07.6,37
33:07.6,23.5
33:07.6,5
33:07.6,32
33:07.6,26.333334
33:07.6,21.5
33:07.6,13
33:07.7,238
33:07.7,187
33:07.7,275
33:07.7,208
33:07.7,242.5
33:07.7,188
33:07.7,189
33:07.7,197
33:07.7,186
33:07.7,164.33333
33:07.7,164
33:07.7,121
33:07.7,207
33:07.7,147.33333
33:07.8,112.333336
33:07.8,130
33:07.8,143.75
33:07.8,117.5
33:07.8,104.5
33:07.8,106
33:07.8,90.5
33:07.8,105.25
33:07.8,105.25
33:07.8,115
33:07.8,140
33:07.8,90.333336
33:07.8,120
33:07.8,102
33:07.8,109.333336
33:07.9,207
33:07.9,195
33:07.9,190
33:08.1,82.25
33:08.1,89
33:08.2,181
33:08.2,183
33:08.2,131
33:08.3,55
33:08.3,60.5
33:08.4,3
33:08.4,132
33:08.5,123
33:08.5,120
33:08.5,84
33:08.5,50.5
33:08.5,44
33:08.5,41.333332
33:08.6,10.5
33:08.6,7
33:08.7,122
33:08.7,118
33:08.7,80
33:08.8,213.5
33:08.8,214.33333
33:08.8,171.5
33:08.8,166
33:08.8,164
33:08.8,176
33:08.9,164
33:08.9,125
33:09.0,73
33:09.0,46
33:09.0,47
33:09.0,38
33:09.1,174
33:09.1,158.5
33:09.1,166
33:09.1,150
33:09.1,139.5
33:09.2,65
33:09.2,69.666664
33:09.3,3
33:09.3,9
33:09.3,222.75
33:09.3,225.33333
33:09.3,225
33:09.3,228.25
33:09.3,230.25
33:09.3,207.33333
33:09.3,208.4
33:09.3,240
33:09.3,205
33:09.3,194
33:09.4,136
33:09.4,143
33:09.4,115.5
33:09.4,100
33:09.4,108.2
33:09.5,12
33:09.5,230
33:09.5,205.33333
33:09.5,218
33:09.6,98
33:09.6,88.666664
33:09.6,102.333336
33:09.6,83.333336
33:09.6,95.5
33:09.6,91.333336
33:09.6,87
33:09.6,76
33:09.7,43
33:09.7,52
33:09.7,228
33:09.7,234
33:09.7,227
33:09.7,223.75
33:09.7,239
33:09.7,188
33:09.7,262
33:09.7,210.66667
33:09.8,180.8
33:09.8,195.8
33:09.8,179
33:09.8,168
33:09.8,168.66667
33:09.8,161.33333
33:09.8,156.5
33:09.8,165.66667
33:09.8,209
33:09.8,156.33333
33:09.8,194
33:09.8,139.5
33:09.8,165
33:09.8,183.33333
33:09.8,125
33:10.0,255
33:10.0,235.66667
33:10.1,131.6
33:10.1,1
33:10.2,332.5
33:10.2,326
33:10.3,270
33:10.3,252.5
33:10.3,250
33:10.4,194
33:10.4,420
33:10.5,410
33:10.5,409
33:10.5,410
33:10.5,340
33:10.5,335
33:10.5,329.66666
33:10.6,302.33334
33:10.6,293
33:10.7,221
33:10.7,214
33:10.7,221.5
33:10.7,173
33:10.7,156
33:10.8,94
33:10.8,86
33:10.8,40
33:10.8,39
33:10.8,51
33:10.9,18.666666
33:10.9,229
33:10.9,206
33:11.0,147
33:11.0,125
33:11.0,148
33:11.0,150
33:11.0,135
33:11.0,130
33:11.0,110
33:11.1,29.5
33:11.1,38.5
33:11.1,31
33:11.1,41
33:11.1,44.666668
33:11.1,24.666666
33:11.1,33
33:11.1,41.333332
33:11.1,271.33334
33:11.1,258.66666
33:11.1,279
33:11.1,292
33:11.1,319
33:11.1,268
33:11.1,254.5
33:11.2,214
33:11.2,198.16667
33:11.2,188
33:11.2,162.5
33:11.2,194
33:11.2,208
33:11.2,211
33:11.2,145
33:11.3,129.25
33:11.3,168
33:11.3,105
33:11.3,103.666664
33:11.3,123
33:11.3,96.5
33:11.3,130
33:11.3,76
33:11.3,56.5
33:11.3,88.333336
33:11.3,79
33:11.3,115.5
33:11.4,203
33:11.4,198
33:11.4,189
33:11.4,195
33:11.4,188.66667
33:11.4,185
33:11.5,105
33:11.5,90.5
33:11.5,73.5
33:11.5,82
33:11.6,229
33:11.6,210.33333
33:11.6,216
33:11.6,284.5
33:11.6,204.33333
33:11.6,233
33:11.6,213
33:11.6,191
33:11.7,143
33:11.7,193
33:11.7,120.333336
33:11.7,113.666664
33:11.7,129.66667
33:11.7,100
33:11.7,134
33:11.7,61
33:11.8,110.75
33:11.8,101.2
33:11.8,66.333336
33:11.8,68.5
33:11.8,57.333332
33:11.8,82
33:11.8,50
33:11.8,85
33:11.8,99.666664
33:11.8,67
33:11.8,63
33:11.8,44
33:11.8,61.25
33:11.8,10.5
33:11.8,41.666668
33:11.8,63.666668
33:11.8,63.666668
33:11.8,198
33:11.8,212
33:11.8,212
33:11.8,211.33333
33:11.8,206
33:11.9,100
33:12.0,75
33:12.0,69.5
33:12.0,29
33:12.1,245.33333
33:12.1,240
33:12.1,251
33:12.2,92
33:12.2,83
33:12.2,59.666668
33:12.2,80
33:12.2,68
33:12.3,359
33:12.3,391.33334
33:12.3,382.66666
33:12.3,389.75
33:12.3,386.33334
33:12.3,389.66666
33:12.3,394
33:12.3,351
33:12.3,353
33:12.3,371.25
33:12.3,372
33:12.3,394
33:12.3,354.5
33:12.3,326.5
33:12.4,339
33:12.4,345.66666
33:12.4,348.33334
33:12.4,319.33334
33:12.4,353.25
33:12.4,355
33:12.4,271
33:12.5,257
33:12.5,262
33:12.5,227
33:12.5,401
33:12.5,420
33:12.6,390.5
33:12.6,393.25
33:12.6,386
33:12.7,290
33:12.7,281.33334
33:12.7,284
33:12.7,289.66666
33:12.7,293.33334
33:12.7,245
33:12.7,228
33:12.8,185
33:12.8,145
33:12.8,149
33:12.8,145
33:12.8,151
33:12.9,125
33:12.9,105
33:13.0,50
33:13.0,51
33:13.0,26
33:13.0,46.333332
33:13.0,27
33:13.0,213
33:13.0,265
33:13.0,254
33:13.1,121
33:13.1,171.33333
33:13.1,138
33:13.1,191
33:13.1,209
33:13.1,123
33:13.1,155
33:13.1,162
33:13.1,177.25
33:13.1,100.5
33:13.1,118
33:13.1,148
33:13.1,164
33:13.1,94
33:13.1,154
33:13.1,95
33:13.2,50.5
33:13.2,59
33:13.2,63
33:13.2,29
33:13.3,224
33:13.3,241.66667
33:13.3,228.5
33:13.3,226.5
33:13.3,256
33:13.3,204.66667
33:13.3,204
33:13.3,204.5
33:13.3,215.75
33:13.3,200.16667
33:13.3,181
33:13.3,188
33:13.3,199.66667
33:13.4,76
33:13.4,95
33:13.4,83
33:13.4,96
33:13.4,70
33:13.4,91
33:13.5,199
33:13.5,200
33:13.5,183.5
33:13.5,183
33:13.5,159
33:13.6,74
33:13.6,67
33:13.6,57
33:13.7,19
33:13.7,22
33:13.7,196
33:13.7,188
33:13.7,170
33:13.8,144.66667
33:13.8,155
33:13.8,139.25
33:13.8,152
33:13.8,125.75
33:13.8,143
33:13.8,125
33:13.8,126
33:13.8,118.5
33:13.8,102
33:13.9,193
33:14.0,160
33:14.0,122
33:14.1,73
33:14.2,185
33:14.2,180
33:14.2,114
33:14.2,185
33:14.2,171
33:14.3,112
33:14.3,102
33:14.3,92
33:14.3,88.666664
33:14.3,60.4
33:14.3,22
33:14.3,82.25
33:14.3,76.2
33:14.3,79
33:14.4,381
33:14.4,385.33334
33:14.4,400.25
33:14.4,408.5
33:14.4,415.5
33:14.4,379
33:14.4,352.75
33:14.4,391.75
33:14.4,370.66666
33:14.4,369
33:14.4,389.75
33:14.4,388.5
33:14.5,344.5
33:14.5,232.5
33:14.5,277.5
33:14.6,231
33:14.6,267
33:14.6,220.33333
33:14.6,228
33:14.6,354
33:14.7,319.5
33:14.7,305.6
33:14.7,308
33:14.7,318.5
33:14.7,306.33334
33:14.7,325
33:14.7,266
33:14.7,268
33:14.7,253
33:14.7,261
33:14.7,238.66667
33:14.8,181
33:14.8,172.5
33:14.8,136
33:14.9,209
33:14.9,209.33333
33:14.9,197.5
33:14.9,207
33:15.0,123
33:15.0,124.5
33:15.0,101
33:15.0,124.5
33:15.0,108.666664
33:15.0,85.5
33:15.1,228
33:15.1,241.75
33:15.1,257.33334
33:15.1,233.75
33:15.1,237.75
33:15.1,278
33:15.1,189
33:15.1,204.5
33:15.1,191.5
33:15.1,245
33:15.1,191.5
33:15.2,144.25
33:15.2,161
33:15.2,131
33:15.2,106
33:15.2,85
33:15.3,59
33:15.3,35
33:15.4,249
33:15.4,234.33333
33:15.4,238
33:15.4,248
33:15.4,229.33333
33:15.4,245.33333
33:15.4,221
33:15.4,229.33333
33:15.4,248.5
33:15.4,177
33:15.4,190
33:15.4,191
33:15.4,187.5
33:15.4,200.5
33:15.4,191
33:15.5,100
33:15.5,107
33:15.5,94
33:15.5,61
33:15.5,99
33:15.5,71
33:15.5,47
33:15.6,172
33:15.6,168
33:15.6,157
33:15.7,117
33:15.7,122
33:15.7,78
33:15.7,55.5
33:15.8,8
33:15.8,25
33:15.8,25
33:15.8,9.5
33:15.8,18
33:15.8,212
33:15.8,208.75
33:15.8,209
33:15.8,206
33:15.8,203.75
33:15.9,137
33:15.9,75
33:16.0,38
33:16.0,209
33:16.1,126
33:16.2,68
33:16.2,294
33:16.3,229
33:16.3,225
33:16.3,216
33:16.3,208.33333
33:16.3,181.75
33:16.3,189
33:16.3,206.25
33:16.3,176.66667
33:16.3,215.5
33:16.3,201
33:16.4,141
33:16.4,90.4
33:16.4,116
33:16.4,113.25
33:16.4,129.25
33:16.4,91.333336
33:16.4,69.75
33:16.4,84.25
33:16.4,99
33:16.4,70.5
33:16.4,91
33:16.4,98.5
33:16.5,53
33:16.5,48
33:16.5,332.66666
33:16.5,292.33334
33:16.5,310
33:16.6,270
33:16.6,302
33:16.6,254
33:16.6,297
33:16.6,255
33:16.6,213
33:16.6,238
33:16.6,250
33:16.6,212.33333
33:16.6,236.66667
33:16.6,229
33:16.6,209
33:16.7,176
33:16.7,195
33:16.7,149
33:16.7,165
33:16.7,168
33:16.7,175.66667
33:16.7,182
33:16.7,155
33:16.7,262.75
33:16.7,253
33:16.7,270.75
33:16.7,247.5
33:16.7,226.5
33:16.7,296
33:16.7,235.33333
33:16.8,214
33:16.8,203
33:16.8,232.5
33:16.8,211
33:16.8,182
33:16.8,202.33333
33:16.8,176
33:16.8,183
33:16.8,185.33333
33:16.8,180
33:16.8,224
33:16.8,178
33:16.8,168
33:16.8,149
33:16.8,192.75
33:16.8,183.66667
33:16.8,183
33:16.8,112
33:16.9,97
33:16.9,109
33:17.0,230
33:17.0,234
33:17.0,228
33:17.0,197
33:17.0,218
33:17.0,234.33333
33:17.0,202.5
33:17.0,188
33:17.1,114
33:17.1,116
33:17.1,133
33:17.1,113
33:17.1,69
33:17.1,101
33:17.1,93
33:17.1,115.25
33:17.1,83
33:17.1,99.25
33:17.1,122.666664
33:17.1,58.4
33:17.1,57
33:17.1,100
33:17.1,46
33:17.2,223.5
33:17.2,226.66667
33:17.2,212.25
33:17.2,218.5
33:17.3,178.66667
33:17.3,129
33:17.4,90.666664
33:17.4,89.25
33:17.4,89.666664
33:17.4,82.666664
33:17.4,86.666664
33:17.4,36
33:17.4,270
33:17.5,230
33:17.5,223
33:17.5,217
33:17.5,208.5
33:17.5,199
33:17.5,206
33:17.5,193
33:17.5,185
33:17.6,100
33:17.6,94
33:17.7,199
33:17.7,213
33:17.7,166
33:17.7,149.5
33:17.8,114.666664
33:17.8,114.666664
33:17.8,107.5
33:17.8,84
33:17.8,76.5
33:17.8,80
33:17.8,79
33:17.8,78
33:17.8,48
33:17.8,28
33:17.9,209
33:17.9,202
33:17.9,158
33:18.0,110
33:18.0,66
33:18.1,225.66667
33:18.1,198
33:18.2,150
33:18.2,70
33:18.3,69
33:18.3,84.25
33:18.3,66
33:18.3,80.5
33:18.3,53.5
33:18.3,9
33:18.4,329
33:18.4,313.5
33:18.4,321
33:18.4,315.33334
33:18.4,313.5
33:18.4,333
33:18.4,314
33:18.4,311
33:18.4,269.5
33:18.4,288.75
33:18.4,277
33:18.4,311
33:18.4,283
33:18.4,247.25
33:18.4,224
33:18.4,257.5
33:18.4,272.66666
33:18.4,236
33:18.4,274.5
33:18.4,272
33:18.5,228
33:18.5,176
33:18.5,176
33:18.6,113.5
33:18.6,154
33:18.6,78
33:18.6,207.33333
33:18.6,272
33:18.6,203
33:18.6,240.5
33:18.6,234.5
33:18.6,215
33:18.6,196
33:18.7,161.5
33:18.7,165
33:18.7,161
33:18.7,220
33:18.7,163
33:18.7,158.5
33:18.7,154
33:18.7,181
33:18.7,120
33:18.7,119
33:18.7,125.5
33:18.7,82
33:18.7,145.5
33:18.7,107
33:18.7,74
33:18.7,131
33:18.7,79.5
33:18.7,156
33:18.7,94
33:18.8,69
33:18.8,23
33:18.8,81.5
33:18.8,77
33:18.8,91
33:18.8,84
33:18.8,70
33:18.8,32
33:18.8,62
33:18.8,46.5
33:18.8,56
33:18.8,28
33:18.8,48.25
33:18.8,39
33:18.8,91
33:18.8,205.25
33:18.8,228.5
33:18.8,223
33:18.8,221.66667
33:18.8,222.33333
33:18.8,191
33:18.9,167
33:18.9,169
33:18.9,175
33:19.0,94
33:19.0,83.5
33:19.0,102.5
33:19.0,90
33:19.0,52.333332
33:19.1,267
33:19.1,290
33:19.1,267
33:19.1,179
33:19.1,253.66667
33:19.1,251.5
33:19.1,283
33:19.1,277
33:19.1,179
33:19.1,166
33:19.1,219.5
33:19.1,261
33:19.1,176
33:19.1,247.5
33:19.1,259.5
33:19.1,265
33:19.1,205
33:19.1,187
33:19.1,145
33:19.1,217.5
33:19.1,238
33:19.2,110
33:19.2,34
33:19.2,109
33:19.2,128
33:19.2,102
33:19.2,111
33:19.2,127
33:19.2,62
33:19.2,81
33:19.2,101
33:19.4,218
33:19.4,200
33:19.4,214
33:19.4,152
33:19.4,114
33:19.5,98
33:19.5,72
33:19.5,67
33:19.5,36
33:19.5,30
33:19.6,271
33:19.6,234
33:19.7,180
33:19.7,136
33:19.7,116.5
33:19.8,76
33:19.8,80
33:19.8,227.33333
33:19.8,226
33:19.8,217
33:19.8,221
33:19.8,210
33:19.8,221
33:19.8,208
33:19.8,225
33:19.8,223.5
33:19.8,204.5
33:19.8,186
33:19.8,165
33:19.9,154.66667
33:19.9,163
33:19.9,149
33:19.9,130
33:19.9,80
33:20.0,40
33:20.0,215
33:20.1,152
33:20.1,148
33:20.1,157
33:20.1,140
33:20.1,105
33:20.3,286.5
33:20.3,288
33:20.3,293.33334
33:20.3,269.66666
33:20.3,269
33:20.3,239
33:20.4,163.5
33:20.4,175.5
33:20.4,227.5
33:20.4,145
33:20.4,190
33:20.4,107
33:20.4,230
33:20.4,159.33333
33:20.4,139
33:20.4,142
33:20.4,164
33:20.4,147
33:20.4,175
33:20.4,74
33:20.4,75.5
33:20.4,81
33:20.4,90.5
33:20.4,68.5
33:20.4,124
33:20.4,100.666664
33:20.4,73
33:20.4,76
33:20.4,105
33:20.4,88.666664
33:20.4,135.5
33:20.4,119
33:20.4,91.666664
33:20.5,74
33:20.5,28.666666
33:20.5,78.5
33:20.5,73
33:20.5,66.5
33:20.5,29
33:20.5,71
33:20.5,83
33:20.5,43
33:20.5,224.5
33:20.5,205
33:20.6,160
33:20.6,146
33:20.6,104.5
33:20.6,112
33:20.6,127
33:20.6,97.333336
33:20.6,119
33:20.6,110
33:20.6,112
33:20.6,105
33:20.6,106
33:20.6,90.5
33:20.7,56.5
33:20.7,74
33:20.7,55
33:20.7,45.5
33:20.7,72
33:20.7,41
33:20.8,233
33:20.8,236.66667
33:20.8,237.75
33:20.8,234.5
33:20.8,218
33:20.8,249.5
33:20.8,233
33:20.8,208
33:20.8,166
33:20.8,209
33:20.8,206
33:20.8,221.5
33:20.8,235
33:20.8,187.33333
33:20.8,189.33333
33:20.8,176.25
33:20.8,178.33333
33:20.8,180.33333
33:20.8,193.25
33:20.8,150.5
33:20.8,126
33:20.8,154
33:20.8,179
33:20.8,181
33:20.8,181
33:20.8,168
33:20.8,188
33:20.8,194
33:20.8,130
33:21.0,218
33:21.0,217
33:21.0,205.66667
33:21.1,146.33333
33:21.1,149.5
33:21.1,95
33:21.3,163
33:21.3,153.33333
33:21.3,153
33:21.3,150.5
33:21.4,142
33:21.4,59
33:21.5,42
33:21.5,25
33:21.5,281.5
33:21.5,268
33:21.5,247
33:21.5,199
33:21.5,164
33:21.6,258
33:21.6,132
33:21.6,245
33:21.6,151
33:21.7,96
33:21.7,50.5
33:21.7,102
33:21.7,325
33:21.8,239
33:21.8,242.5
33:21.8,232
33:21.8,230
33:21.8,216
33:21.8,196
33:21.9,184.75
33:21.9,163
33:22.0,211.5
33:22.0,204
33:22.0,209
33:22.0,196
33:22.1,78
33:22.1,78
33:22.1,64.5
33:22.1,50
33:22.1,29
33:22.3,169.5
33:22.3,191.5
33:22.3,204
33:22.3,130
33:22.3,133.5
33:22.3,198
33:22.3,150.5
33:22.3,116
33:22.4,73
33:22.4,81
33:22.4,72
