date,diff
29:37.0,235.66667
29:37.0,244.25
29:37.0,219.25
29:37.0,237
29:37.0,223.66667
29:37.0,229.66667
29:37.0,236.33333
29:37.0,237.33333
29:37.0,235.75
29:37.0,205.66667
29:37.0,214.66667
29:37.0,219.5
29:37.0,218
29:37.5,213
29:37.7,19
29:37.8,160
29:37.8,120.5
29:37.8,120
29:37.8,130.66667
29:37.8,131.5
29:37.8,121
29:37.8,132
29:38.0,180
29:38.1,216
29:38.3,43
29:38.5,116
29:38.6,10
29:38.6,30
29:38.6,23
29:38.7,66
29:38.8,20
29:38.9,345
29:38.9,289
29:38.9,299.33334
29:38.9,288
29:38.9,305.66666
29:38.9,283.5
29:38.9,311.33334
29:38.9,274
29:38.9,280.33334
29:38.9,334.5
29:38.9,331
29:38.9,272
29:38.9,276
29:38.9,238.5
29:38.9,279
29:38.9,252
29:38.9,178
29:38.9,196
29:38.9,255
29:38.9,158
29:38.9,196
29:38.9,150.66667
29:38.9,165
29:38.9,185
29:38.9,172
29:39.0,235.5
29:39.0,175.5
29:39.0,227.66667
29:39.0,170.25
29:39.0,248
29:39.0,131
29:39.0,183.5
29:39.0,97
29:39.0,174
29:39.0,150
29:39.0,193
29:39.0,154.5
29:39.0,265
29:39.0,93
29:39.0,256
29:39.0,199.5
29:39.0,127
29:39.0,178.5
29:39.0,184.5
29:39.0,153.75
29:39.0,160.25
29:39.0,143
29:39.0,161.5
29:39.0,174
29:39.0,197
29:39.0,183.75
29:39.0,106.333336
29:39.0,128.66667
29:39.0,147.33333
29:39.0,161.5
29:39.0,207
29:39.0,208.66667
29:39.1,207
29:39.1,197
29:39.5,57
29:39.7,83
29:39.7,72
29:39.8,228
29:39.8,187
29:39.8,183
29:39.8,207
29:39.8,204
29:39.8,137
29:39.8,146.5
29:40.0,31
29:40.1,63
29:40.3,111
29:40.6,98
29:40.6,90
29:40.7,134
29:40.8,90
29:40.8,90
29:40.8,38
29:40.9,282.75
29:40.9,281
29:40.9,282.66666
29:40.9,267.5
29:40.9,270.25
29:40.9,277.25
29:40.9,294.66666
29:40.9,292
29:40.9,291.66666
29:40.9,246.66667
29:40.9,268.66666
29:40.9,172
29:40.9,168
29:41.0,191
29:41.0,261
29:41.0,234
29:41.0,167
29:41.0,172.5
29:41.0,207
29:41.0,202
29:41.0,137
29:41.0,179.5
29:41.0,175.5
29:41.0,158
29:41.0,170.33333
29:41.0,253
29:41.0,121
29:41.0,170.5
29:41.0,169.5
29:41.0,148.5
29:41.0,186.6
29:41.0,145.5
29:41.0,102
29:41.0,167.6
29:41.0,164.75
29:41.0,189.8
29:41.0,156
29:41.0,132.5
29:41.0,135.66667
29:41.0,195.5
29:41.0,199
29:41.1,147.5
29:41.2,158
29:41.2,165.5
29:41.4,181
29:41.5,68
29:41.7,97
29:41.7,84
29:41.8,219
29:41.8,201
29:41.8,202
29:41.8,208
29:41.8,150
29:42.0,35
29:42.0,31
29:42.1,117
29:42.3,160
29:42.6,146
29:42.6,138
29:42.8,153
29:42.8,172
29:42.8,182
29:42.8,172.5
29:42.8,130
29:42.9,48
29:42.9,78
29:42.9,54.666668
29:42.9,37
29:42.9,48.5
29:42.9,53
29:42.9,44
29:42.9,51
29:42.9,35
29:42.9,53.75
29:42.9,37.333332
29:42.9,31.333334
29:42.9,41
29:43.0,173.66667
29:43.0,231
29:43.0,159
29:43.0,193
29:43.0,190.5
29:43.0,183
29:43.0,180.33333
29:43.0,224
29:43.0,187
29:43.0,183.33333
29:43.0,174
29:43.0,191.4
29:43.0,159.33333
29:43.0,185
29:43.0,158
29:43.0,179.8
29:43.0,183.75
29:43.0,191
29:43.0,160.5
29:43.0,164
29:43.0,158.5
29:43.0,188.5
29:43.0,192
29:43.1,140
29:43.1,135
29:43.2,230.5
29:43.2,262
29:43.4,211
29:43.5,184
29:43.5,166
29:43.6,78
29:43.7,194
29:43.7,184
29:43.8,96
29:43.9,144
29:43.9,155
29:43.9,132
29:43.9,156
29:43.9,136
29:43.9,148
29:43.9,128
29:44.0,136.5
29:44.0,140.5
29:44.0,129.66667
29:44.0,146
29:44.0,140
29:44.0,88.666664
29:44.0,93
29:44.2,98
29:44.3,217
29:44.6,253
29:44.8,271
29:44.8,301.33334
29:44.8,248.5
29:44.8,294
29:44.9,218
29:44.9,183
29:44.9,210
29:44.9,186
29:44.9,177.5
29:44.9,171.5
29:44.9,188
29:44.9,125
29:44.9,227
29:44.9,170
29:44.9,136.5
29:44.9,184
29:44.9,186.5
29:44.9,197.6
29:44.9,175
29:44.9,161.6
29:44.9,182
29:45.0,58
29:45.0,134
29:45.0,46
29:45.0,91.5
29:45.0,94
29:45.0,71
29:45.0,92
29:45.0,80.5
29:45.0,59
29:45.0,71
29:45.0,77
29:45.0,71
29:45.0,76.333336
29:45.0,70
29:45.0,43.333332
29:45.0,44
29:45.0,93.5
29:45.0,95
29:45.1,199.5
29:45.1,179
29:45.2,87.333336
29:45.4,129
29:45.4,38
29:45.5,13
29:45.5,213
29:45.6,129
29:45.7,264
29:45.7,181
29:46.0,228.66667
29:46.0,216.66667
29:46.0,222.5
29:46.0,215.25
29:46.0,233
29:46.0,218
29:46.0,221
29:46.0,227
29:46.0,221.25
29:46.0,213.66667
29:46.0,193.66667
29:46.0,200.5
29:46.2,198
29:46.5,112
29:46.6,81
29:46.8,64
29:46.8,59.5
29:46.8,77.5
29:46.8,43.333332
29:46.8,48
29:46.8,15
29:46.8,21
29:46.8,29
29:46.9,271
29:46.9,238
29:46.9,264
29:46.9,248
29:46.9,226.5
29:46.9,207
29:46.9,235
29:46.9,196
29:46.9,252
29:46.9,225.5
29:46.9,189
29:46.9,213
29:46.9,231
29:46.9,222.33333
29:46.9,251.33333
29:46.9,246.33333
29:46.9,185
29:46.9,209
29:46.9,209.5
29:47.0,149
29:47.0,92
29:47.0,183
29:47.0,91
29:47.0,134.5
29:47.0,118.5
29:47.0,168.5
29:47.0,84
29:47.0,175
29:47.0,141.5
29:47.0,145
29:47.1,95.5
29:47.1,219
29:47.1,215
29:47.2,183.5
29:47.2,191
29:47.4,217
29:47.4,138
29:47.5,111
29:47.6,8
29:47.6,19
29:47.7,143
29:47.7,92
29:47.7,59
29:48.0,59.5
29:48.0,93
29:48.0,53.5
29:48.0,59
29:48.0,43.5
29:48.0,47.5
29:48.0,52.333332
29:48.0,62.25
29:48.0,50.25
29:48.0,63.25
29:48.0,56
29:48.0,43.666668
29:48.0,56.25
29:48.0,45
29:48.0,46
29:48.0,59
29:48.0,39.333332
29:48.0,44.5
29:48.0,39
29:48.0,200
29:48.0,224.75
29:48.2,82
29:48.5,213
29:48.7,63
29:48.8,196
29:48.8,165.75
29:48.8,175
29:48.8,190
29:48.8,145.5
29:48.8,143.5
29:48.8,115
29:48.8,113
29:48.8,136.5
29:49.1,38
29:49.1,34
29:49.2,199
29:49.3,76
29:49.4,32
29:49.4,177
29:49.5,150
29:49.6,45
29:49.6,56
29:49.7,214
29:49.7,145
29:49.8,63
29:49.9,376
29:49.9,359
29:50.0,182
29:50.0,208
29:50.0,202.75
29:50.0,189.66667
29:50.0,196.5
29:50.0,122
29:50.0,238.66667
29:50.0,126.5
29:50.0,173
29:50.0,261.33334
29:50.0,155.33333
29:50.0,194.5
29:50.0,209.66667
29:50.0,194
29:50.0,217.75
29:50.0,175.6
29:50.0,181.5
29:50.0,171
29:50.0,195.66667
29:50.0,198
29:50.0,225
29:50.0,203.66667
29:50.0,223
29:50.0,138.25
29:50.0,151.5
29:50.0,157
29:50.0,161
29:50.0,168
29:50.2,124
29:50.5,94
29:50.5,57
29:50.7,108
29:50.8,239.33333
29:50.8,241
29:50.8,267
29:50.8,227
29:50.8,232
29:50.8,202
29:50.8,199
29:50.8,215
29:51.0,71
29:51.1,194
29:51.1,128
29:51.2,122
29:51.3,164
29:51.4,120
29:51.5,17
29:51.6,134
29:51.6,148
29:51.7,39
29:51.7,250
29:51.8,168
29:51.9,130
29:51.9,89.5
29:51.9,109
29:51.9,103
29:51.9,77
29:51.9,96.5
29:51.9,80
29:51.9,92.5
29:51.9,109
29:51.9,121
29:51.9,81
29:51.9,35
29:51.9,74.333336
29:51.9,97
29:51.9,114
29:51.9,104
29:51.9,99
29:51.9,67.4
29:51.9,94
29:51.9,398
29:52.0,261
29:52.0,286
29:52.0,263.5
29:52.0,283
29:52.0,237
29:52.0,279.5
29:52.0,306
29:52.0,235
29:52.0,207
29:52.0,290.5
29:52.0,294
29:52.0,232
29:52.0,267
29:52.0,276
29:52.0,251
29:52.0,272
29:52.0,244.66667
29:52.0,256.75
29:52.0,314.5
29:52.0,241.25
29:52.0,261.33334
29:52.0,292
29:52.0,271
29:52.0,247.25
29:52.0,283.5
29:52.0,240.66667
29:52.0,251.5
29:52.0,213.5
29:52.0,266.75
29:52.1,208
29:52.1,226.25
29:52.1,235.75
29:52.1,169.66667
29:52.1,257.66666
29:52.1,190.75
29:52.1,196.33333
29:52.1,220
29:52.1,252
29:52.1,254
29:52.2,206.5
29:52.2,158.5
29:52.5,118
29:52.5,77
29:52.7,147
29:52.7,122
29:52.8,41
29:52.8,18.5
29:52.8,26.5
29:52.8,30
29:52.8,38
29:52.9,187.5
29:52.9,204
29:53.0,68
29:53.1,240
29:53.2,170
29:53.3,213
29:53.4,171
29:53.4,149
29:53.6,193.5
29:53.7,85
29:53.7,13
29:53.8,202
29:53.8,195
29:53.9,140
29:53.9,121
29:53.9,115
29:53.9,125
29:53.9,108.666664
29:53.9,104
29:53.9,131
29:53.9,96
29:53.9,119
29:53.9,110.75
29:53.9,105.5
29:53.9,85
29:53.9,109.666664
29:53.9,124
29:53.9,105
29:53.9,94.5
29:53.9,104
29:53.9,92
29:54.0,221.66667
29:54.0,309
29:54.0,205
29:54.0,250.5
29:54.0,247
29:54.0,205
29:54.0,260.66666
29:54.0,247
29:54.0,219
29:54.0,222
29:54.0,289.5
29:54.0,243
29:54.0,239.25
29:54.0,227
29:54.0,241.33333
29:54.0,237
29:54.0,260.33334
29:54.0,212
29:54.0,225.5
29:54.0,234.25
29:54.0,224.25
29:54.0,181
29:54.1,220.2
29:54.1,186.75
29:54.1,178.5
29:54.1,199.4
29:54.1,177.66667
29:54.1,217
29:54.2,66
29:54.2,108
29:54.3,206.5
29:54.4,28
29:54.5,202
29:54.5,203
29:54.5,161
29:54.7,214
29:54.7,207
29:54.8,114.333336
29:54.8,107
29:54.8,119
29:54.8,118
29:54.9,52
29:55.0,148
29:55.0,142
29:55.1,51
29:55.2,197
29:55.3,23
29:55.4,175
29:55.6,217.5
29:55.6,187
29:55.7,167
29:55.8,302
29:55.8,303
29:55.8,305.5
29:55.9,256
29:55.9,216.5
29:55.9,217
29:55.9,244
29:55.9,209
29:55.9,224
29:55.9,206
29:55.9,219
29:55.9,223.75
29:55.9,181
29:55.9,206.25
29:55.9,203
29:55.9,230.5
29:55.9,213.2
29:55.9,199
29:55.9,223
29:56.0,90.5
29:56.0,123
29:56.0,75.5
29:56.0,124.5
29:56.0,126
29:56.0,111
29:56.0,107.5
29:56.0,106
29:56.0,121
29:56.0,91.75
29:56.0,136.5
29:56.0,97.25
29:56.0,79
29:56.0,90.333336
29:56.0,86.5
29:56.0,97
29:56.0,41
29:56.1,223.5
29:56.1,216
29:56.1,221.25
29:56.1,203.33333
29:56.1,220.75
29:56.1,208.25
29:56.1,225
29:56.1,173
29:56.2,123
29:56.3,38.5
29:56.4,80
29:56.5,55
29:56.5,36
29:56.5,36
29:56.6,175
29:56.7,97
29:56.7,88
29:56.8,223
29:56.8,223
29:57.0,31
29:57.0,33
29:57.0,31.666666
29:57.0,23
29:57.0,39
29:57.0,28.5
29:57.0,14
29:57.0,35
29:57.0,14.666667
29:57.0,18
29:57.0,14
29:57.0,19
29:57.1,158
29:57.1,171.5
29:57.1,169
29:57.1,167
29:57.1,161
29:57.2,217
29:57.3,132
29:57.4,71
29:57.6,63
29:57.6,32
29:57.8,57.5
29:57.8,50
29:57.9,57
29:57.9,49
29:57.9,58
29:57.9,7
29:57.9,16
29:57.9,249.75
29:57.9,251.75
29:57.9,259
29:57.9,242.25
29:57.9,230.5
29:57.9,255.66667
29:57.9,271.25
29:57.9,232.25
29:57.9,245
29:58.0,190
29:58.0,262
29:58.0,143.5
29:58.0,173.5
29:58.0,124
29:58.0,163
29:58.0,160
29:58.0,150
29:58.1,163
29:58.1,98
29:58.1,85
29:58.1,95
29:58.1,45
29:58.1,95.5
29:58.1,81
29:58.1,103
29:58.1,49
29:58.1,100
29:58.1,80
29:58.1,85
29:58.1,21
29:58.1,85.25
29:58.1,59.666668
29:58.1,75
29:58.2,210
29:58.2,174.5
29:58.3,80
29:58.3,96
29:58.4,211
29:58.4,133
29:58.5,107
29:58.5,88
29:58.5,88
29:58.6,6
29:58.7,90
29:58.7,55
29:58.8,239
29:59.0,40
29:59.0,43
29:59.0,43.333332
29:59.0,43
29:59.0,45
29:59.0,37
29:59.0,33.5
29:59.0,22.666666
29:59.0,25.5
29:59.0,25.5
29:59.0,11
29:59.0,10.5
29:59.0,20
29:59.0,34
29:59.0,25
29:59.0,15.666667
29:59.0,253.66667
29:59.0,260
29:59.1,211.33333
29:59.1,214.5
29:59.1,208
29:59.1,204
29:59.3,216
29:59.4,117
29:59.5,198
29:59.6,112
29:59.6,79
29:59.8,146.5
29:59.8,146
29:59.8,193
29:59.8,189
29:59.8,143
29:59.9,152
29:59.9,111.5
29:59.9,121
29:59.9,147
29:59.9,79.333336
29:59.9,55.5
29:59.9,45.5
29:59.9,52
29:59.9,42
29:59.9,65
29:59.9,44
29:59.9,44
29:59.9,39.5
29:59.9,16
29:59.9,48
29:59.9,37.5
29:59.9,47.333332
29:59.9,51.666668
29:59.9,31.333334
29:59.9,34.666668
29:59.9,41
30:00.0,211
30:00.0,179
30:00.0,185.5
30:00.0,174
30:00.0,172
30:00.0,168.5
30:00.1,122
30:00.1,137
30:00.1,85.5
30:00.1,89
30:00.1,84
30:00.1,85
30:00.2,42
30:00.2,42
30:00.2,263
30:00.2,225
30:00.3,124
30:00.3,190
30:00.4,86
30:00.5,214
30:00.5,203
30:00.5,186
30:00.6,102
30:00.6,55
30:00.7,219
30:00.7,188
30:00.7,153
30:00.8,97
30:01.0,153
30:01.0,165
30:01.0,156.5
30:01.0,184
30:01.0,141
30:01.0,172
30:01.0,158
30:01.0,153.5
30:01.0,139
30:01.0,137
30:01.0,174
30:01.0,129
30:01.0,184
30:01.0,122
30:01.0,143
30:01.0,136.75
30:01.0,151.25
30:01.0,141.66667
30:01.0,122.666664
30:01.0,146
30:01.0,144
30:01.0,126.5
30:01.0,100
30:01.0,147.5
30:01.0,123.5
30:01.1,78.5
30:01.1,66
30:01.1,83
30:01.1,102
30:01.3,62
30:01.4,225
30:01.4,154
30:01.5,83
30:01.6,190
30:01.7,142
30:01.8,29.333334
30:01.8,43
30:01.8,40.5
30:01.9,210
30:01.9,204
30:01.9,203
30:01.9,207
30:02.0,90
30:02.2,129
30:02.2,48
30:02.3,201
30:02.3,170
30:02.4,128
30:02.5,37
30:02.5,24
30:02.5,210.5
30:02.6,146
30:02.6,96
30:02.7,38
30:02.7,242
30:02.8,182
30:02.8,137
30:02.9,76
30:03.0,318
30:03.0,234
30:03.0,260.25
30:03.0,240
30:03.0,289
30:03.0,237.5
30:03.0,243
30:03.0,268.5
30:03.0,246.33333
30:03.0,222.75
30:03.0,285.66666
30:03.0,237.75
30:03.0,250.66667
30:03.0,236
30:03.0,262
30:03.0,228.75
30:03.0,191
30:03.0,260.5
30:03.0,232
30:03.0,230.5
30:03.1,140
30:03.1,208.5
30:03.1,132
30:03.1,184.5
30:03.1,181.5
30:03.1,187
30:03.1,225
30:03.1,174
30:03.1,217
30:03.1,203
30:03.1,173.5
30:03.1,189
30:03.1,149.8
30:03.1,147.5
30:03.3,145
30:03.4,23
30:03.5,168
30:03.5,126
30:03.6,34
30:03.6,10
30:03.7,184
30:03.8,73
30:03.8,70
30:03.8,83.5
30:03.8,83
30:03.9,25
30:03.9,17
30:03.9,29
30:04.0,136
30:04.0,169
30:04.2,222
30:04.2,217
30:04.2,146
30:04.3,50
30:04.4,217
30:04.5,123
30:04.5,83
30:04.6,23
30:04.6,202
30:04.6,195
30:04.7,137
30:04.7,74
30:04.8,56
30:04.8,342
30:04.9,254
30:04.9,194
30:04.9,267
30:04.9,244
30:04.9,200
30:04.9,188
30:04.9,173.5
30:04.9,172
30:04.9,198
30:04.9,146
30:04.9,182.33333
30:04.9,168.5
30:04.9,161.6
30:04.9,192.66667
30:04.9,217.5
30:04.9,161
30:04.9,172.25
30:05.0,71
30:05.0,106.5
30:05.0,120
30:05.0,86
30:05.0,87.5
30:05.0,37
30:05.0,94.5
30:05.0,133
30:05.0,85.5
30:05.0,69.666664
30:05.0,73
30:05.0,70.333336
30:05.0,98.333336
30:05.0,75.75
30:05.0,77
30:05.0,131.5
30:05.0,83
30:05.0,56.666668
30:05.0,97.75
30:05.0,88.5
30:05.0,51.5
30:05.0,100.5
30:05.1,231
30:05.1,227.66667
30:05.1,218.66667
30:05.1,250
30:05.1,196
30:05.1,228
30:05.1,202.5
30:05.1,211
30:05.1,212
30:05.1,204
30:05.1,204.66667
30:05.1,212.66667
30:05.1,196.5
30:05.1,185
30:05.1,204
30:05.1,162
30:05.2,142
30:05.2,155.33333
30:05.2,130
30:05.2,114
30:05.2,93
30:05.2,113
30:05.3,220
30:05.3,208
30:05.4,84
30:05.5,210
30:05.5,190
30:05.6,95
30:05.7,24
30:05.7,12
30:05.8,155
30:05.8,152
30:05.8,150
30:05.8,155
30:05.8,151.5
30:05.9,97
30:05.9,96
30:05.9,99
30:06.0,196
30:06.0,180
30:06.2,268
30:06.2,265
30:06.2,157
30:06.3,109
30:06.4,221
30:06.4,218
30:06.5,143
30:06.6,36
30:06.6,20
30:06.7,200
30:06.7,137
30:06.8,115
30:06.9,37
30:06.9,37
30:06.9,248
30:06.9,317
30:06.9,293
30:06.9,254
30:06.9,235.33333
30:06.9,230
30:06.9,250.5
30:06.9,229
30:06.9,167
30:06.9,243
30:06.9,250
30:06.9,181
30:06.9,236
30:06.9,244.5
30:06.9,255
30:06.9,266
30:06.9,217
30:06.9,224.5
30:07.0,129
30:07.0,163.5
30:07.0,222
30:07.0,100
30:07.0,151.5
30:07.0,132
30:07.0,211
30:07.0,129
30:07.0,122.25
30:07.0,121
30:07.0,168.66667
30:07.0,147.66667
30:07.0,133
30:07.0,155
30:07.0,138.33333
30:07.0,139.25
30:07.0,117
30:07.0,130.33333
30:07.1,103
30:07.1,71
30:07.1,122
30:07.1,100
30:07.1,87
30:07.1,75.5
30:07.1,89
30:07.1,26
30:07.1,227.33333
30:07.1,232.66667
30:07.1,219.5
30:07.1,229
30:07.2,191.66667
30:07.2,211
30:07.2,208.5
30:07.2,191
30:07.2,187
30:07.2,159
30:07.2,134
30:07.3,49
30:07.3,81
30:07.4,147
30:07.5,150
30:07.5,114
30:07.5,101
30:07.5,79
30:07.6,208
30:07.7,139
30:07.7,130
30:07.8,30
30:07.8,25
30:07.8,23
30:07.8,37.5
30:07.8,33.5
30:07.9,191
30:08.0,72
30:08.0,63
30:08.2,110
30:08.2,107
30:08.2,45
30:08.3,167.5
30:08.4,64
30:08.5,208
30:08.6,104
30:08.6,87
30:08.6,74
30:08.7,43
30:08.8,232
30:08.9,164
30:08.9,149
30:08.9,170
30:08.9,160.5
30:08.9,99
30:08.9,120
30:08.9,100
30:08.9,83.5
30:08.9,76.333336
30:08.9,73
30:08.9,74.333336
30:08.9,78
30:08.9,55
30:08.9,75.333336
30:08.9,66.333336
30:08.9,67.5
30:09.0,255
30:09.0,279.5
30:09.0,240.33333
30:09.0,250
30:09.0,235.75
30:09.0,306
30:09.0,229
30:09.0,253.33333
30:09.0,231
30:09.0,231.5
30:09.0,235
30:09.0,243.2
30:09.0,193.5
30:09.0,241.66667
30:09.0,215
30:09.1,205
30:09.1,196.5
30:09.1,134
30:09.1,232
30:09.1,139
30:09.1,192
30:09.1,130
30:09.1,144.5
30:09.1,151
30:09.1,134.33333
30:09.1,131
30:09.1,134
30:09.2,60
30:09.2,131.5
30:09.2,133
30:09.2,111
30:09.2,89
30:09.2,55
30:09.2,148
30:09.2,56
30:09.2,92
30:09.2,205
30:09.3,149
30:09.3,163
30:09.4,32
30:09.5,209
30:09.5,194
30:09.5,201
30:09.5,172
30:09.5,160
30:09.6,99
30:09.6,43
30:09.7,197
30:09.7,188
30:09.8,90.5
30:09.8,76
30:10.0,193
30:10.0,165
30:10.0,184
30:10.0,177
30:10.0,146
30:10.0,172
30:10.0,151
30:10.0,165
30:10.0,144
30:10.0,153
30:10.0,151
30:10.0,154
30:10.0,154.5
30:10.1,90.666664
30:10.1,93
30:10.2,217
30:10.3,93
30:10.3,59
30:10.3,46
30:10.4,170
30:10.5,88
30:10.6,208
30:10.6,192.5
30:10.6,178
30:10.8,61
30:10.9,247
30:10.9,223
30:10.9,257
30:10.9,260
30:10.9,226.66667
30:10.9,253
30:10.9,168.5
30:10.9,207
30:10.9,186
30:10.9,160.5
30:10.9,146.25
30:10.9,147.5
30:10.9,133.8
30:10.9,147.5
30:10.9,113
30:11.0,94
30:11.0,114
30:11.0,67
30:11.0,78
30:11.0,88.5
30:11.0,100
30:11.0,62.333332
30:11.0,56
30:11.0,64
30:11.0,66.5
30:11.0,32.5
30:11.0,89
30:11.0,100
30:11.0,47.666668
30:11.0,47
30:11.1,220.8
30:11.1,197
30:11.1,221
30:11.1,210
30:11.1,192
30:11.1,167
30:11.2,108
30:11.2,116
30:11.2,110.333336
30:11.2,107.75
30:11.2,95
30:11.2,116.75
30:11.2,95.333336
30:11.2,105
30:11.2,91
30:11.2,40
30:11.3,201
30:11.3,216
30:11.4,68
30:11.5,41
30:11.5,29
30:11.5,33
30:11.5,217
30:11.5,213
30:11.6,153
30:11.6,95
30:11.7,18
30:11.7,207
30:11.8,174
30:11.8,128
30:12.0,48845
30:12.0,48718
30:12.0,48788
30:12.0,48729.5
30:12.0,48798
30:12.0,48737
30:12.0,48665.5
30:12.0,48748
31:00.6,71.25
31:00.6,164
31:00.6,132.33333
31:00.6,119
31:00.6,109.666664
31:00.6,215.5
31:00.6,35.5
31:00.6,137.66667
31:00.6,106.666664
31:00.6,155
31:00.6,99
31:00.6,97.5
31:00.6,135
31:00.6,137.33333
31:00.6,77.666664
31:00.6,98
31:00.6,149.66667
31:00.6,156
31:00.6,166.66667
31:00.6,81.5
31:00.7,136
31:00.7,125.333336
31:00.7,120.333336
31:00.7,112.333336
31:00.7,72
31:00.7,103
31:00.7,122.5
31:00.8,215
31:00.8,216
31:00.8,220.33333
31:00.8,220
31:00.8,273
31:00.8,263.33334
31:00.8,314
31:00.8,254
31:00.8,200.66667
31:00.8,198
31:00.8,211.33333
31:00.8,196.66667
31:00.8,232.66667
31:00.8,231
31:00.8,174.33333
31:00.8,231.33333
31:00.8,247.25
31:00.8,291.66666
31:00.8,306
31:00.8,196.25
31:00.8,326.66666
31:00.8,279
31:00.8,240.66667
31:00.8,260
31:00.8,235.33333
31:00.8,230.66667
31:00.8,235
31:00.8,188.33333
31:00.8,211.66667
31:00.8,246.75
31:00.8,291
31:00.8,222
31:00.8,236
31:00.8,218
31:00.8,187
31:00.8,182.66667
31:00.8,200
31:00.8,236.33333
31:00.8,229.33333
31:00.8,279.66666
31:00.8,279
31:00.8,236.5
31:00.8,244
31:00.8,243.25
31:00.8,231
31:00.8,264.66666
31:00.8,190
31:00.8,154
31:01.9,185
31:02.7,152
31:02.7,148.5
31:02.7,184.5
31:02.7,153.33333
31:02.7,171.25
31:02.7,172
31:02.7,175
31:02.7,163
31:02.7,175.25
31:02.7,159.66667
31:02.7,173
31:02.7,160.25
31:02.7,115.5
31:02.7,159.5
31:02.7,184.33333
31:02.7,181
31:02.7,174.5
31:02.7,155
31:02.7,150
31:02.7,124.5
31:02.7,118
31:02.7,112.333336
31:02.7,78
31:02.7,96.25
31:02.7,152
31:02.9,196.33333
31:02.9,200
31:02.9,200
31:02.9,201
31:02.9,225.5
31:02.9,213
31:02.9,227.5
31:02.9,254
31:02.9,235
31:02.9,209
31:02.9,172
31:02.9,181.66667
31:02.9,192.5
31:02.9,161.5
31:02.9,204.75
31:02.9,164
31:02.9,203.5
31:02.9,205.75
31:02.9,211.66667
31:02.9,197.5
31:02.9,242.66667
31:02.9,207
31:02.9,218.5
31:02.9,205.66667
31:02.9,187.75
31:02.9,209.33333
31:02.9,212.5
31:02.9,178.75
31:02.9,158
31:03.1,207
31:04.0,202
31:04.2,195
31:04.7,231
31:04.7,198.33333
31:04.7,213
31:04.7,257
31:04.7,244
31:04.7,216.5
31:04.7,195.5
31:04.7,226.5
31:04.7,224.5
31:04.7,276.5
31:04.7,174
31:04.7,216
31:04.7,215.5
31:04.7,230.5
31:04.7,236
31:04.7,200.75
31:04.7,211.33333
31:04.7,220.5
31:04.7,195
31:04.7,199
31:04.7,258.33334
31:04.7,225.5
31:04.7,216.25
31:04.7,202
31:04.7,157
31:04.7,180
31:04.7,157.5
31:04.7,146
31:04.7,177.5
31:04.7,109.5
31:04.7,143
31:04.7,131
31:04.7,154
31:04.7,194
31:04.9,239.5
31:04.9,244.5
31:04.9,246.5
31:04.9,264
31:04.9,283.66666
31:04.9,264.75
31:04.9,220
31:04.9,228.66667
31:04.9,238.5
31:04.9,210.5
31:04.9,261
31:04.9,213
31:04.9,241
31:04.9,251.5
31:04.9,256.33334
31:04.9,237.25
31:04.9,253
31:04.9,271
31:04.9,236.25
31:04.9,255
31:04.9,249.33333
31:04.9,216
31:04.9,234.66667
31:04.9,232
31:05.1,148
31:05.8,315.5
31:05.8,250.5
31:05.8,269
31:05.8,248
31:05.8,241.66667
31:05.8,255.33333
31:05.8,221.5
31:05.8,262.33334
31:05.8,269
31:05.8,270.5
31:05.8,236.25
31:05.8,239
31:05.8,224
31:05.8,220.66667
31:05.8,231.25
31:05.8,225
31:05.8,278
31:05.8,266.33334
31:05.8,288.66666
31:06.0,58
31:06.2,85
31:06.5,254
31:06.7,97.5
31:06.7,99
31:06.7,84.5
31:06.7,118
31:06.7,133
31:06.7,121
31:06.7,87
31:06.7,118
31:06.7,80
31:06.7,89
31:06.7,134.5
31:06.7,83.25
31:06.7,108
31:06.7,137
31:06.7,112.75
31:06.7,77.25
31:06.7,99.5
31:06.7,97.8
31:06.7,69.5
31:06.7,101
31:06.7,132.5
31:06.7,108
31:06.7,72
31:06.7,121
31:06.8,289.33334
31:06.8,289.75
31:06.8,258.75
31:06.8,247
31:06.8,265.5
31:06.8,337
31:06.9,74.333336
31:06.9,80
31:06.9,78
31:06.9,78.5
31:06.9,79
31:06.9,126.5
31:06.9,82.5
31:06.9,164.5
31:06.9,131
31:06.9,127.5
31:06.9,44
31:06.9,49
31:06.9,70.333336
31:06.9,79.5
31:06.9,71
31:06.9,81.5
31:06.9,57.333332
31:06.9,78.333336
31:06.9,89.666664
31:06.9,123
31:06.9,50
31:06.9,88.333336
31:06.9,104.333336
31:06.9,99.5
31:07.1,172
31:07.7,297
31:07.8,176.5
31:07.8,123.5
31:07.8,120
31:07.8,128.5
31:07.8,113.5
31:07.8,117.5
31:07.8,124.5
31:07.8,111
31:07.8,115.5
31:07.8,108.5
31:07.8,82
31:07.8,119
31:07.8,126
31:07.8,124.75
31:07.8,95.666664
31:07.8,107.5
31:07.8,89.25
31:07.8,99
31:07.8,112.25
31:07.8,74
31:07.8,116.25
31:07.8,125.25
31:07.8,146.66667
31:07.9,78.5
31:07.9,85
31:07.9,110.5
31:07.9,32
31:07.9,81.5
31:07.9,102
31:08.0,154
31:08.2,211
31:08.5,99
31:08.7,200.5
31:08.7,224
31:08.7,271
31:08.7,250
31:08.7,216.5
31:08.7,224.33333
